step,timestamp_s,episode,motor1_cmd,motor2_cmd,motor3_cmd,motor4_cmd,motor5_cmd,motor6_cmd,motor7_cmd,motor8_cmd,motor9_cmd,motor1_read,motor2_read,motor3_read,motor4_read,motor5_read,motor6_read,motor7_read,motor8_read,motor9_read,base_pos_x,base_pos_y,base_pos_z,base_ori_x,base_ori_y,base_ori_z,base_ori_w,module1_pos_x,module1_pos_y,module1_pos_z,module1_ori_x,module1_ori_y,module1_ori_z,module1_ori_w,module2_pos_x,module2_pos_y,module2_pos_z,module2_ori_x,module2_ori_y,module2_ori_z,module2_ori_w,module3_pos_x,module3_pos_y,module3_pos_z,module3_ori_x,module3_ori_y,module3_ori_z,module3_ori_w,optitrack_sync_ok,optitrack_max_age_ms
2198,2251.656,0,-1837,1508,733,-345,-3317,2595,625,296,-2437,-1838,1445,708,491,-3513,2499,630,242,-2509,-1.127763391,-0.301255971,0.082127757,0.000435925,-0.000430619,-0.000674876,0.999999642,-1.150089741,-0.288751215,0.268720090,-0.077589646,-0.102284096,-0.007482055,0.991696477,-1.218193173,-0.271235049,0.466370225,-0.067221127,-0.156576544,-0.019437231,0.985183954,-1.283294082,-0.240307376,0.670808613,-0.116899103,-0.131685600,-0.014990073,0.984260619,1,8.226
2199,2252.680,0,-1864,1665,603,-379,-3115,2427,610,385,-2511,-1865,1608,592,490,-3271,2426,615,319,-2513,-1.127763271,-0.301296681,0.082134031,0.000462886,-0.000309238,-0.000642989,0.999999642,-1.152774572,-0.293727309,0.268540144,-0.055446498,-0.108286835,-0.006934596,0.992548048,-1.222972035,-0.281546205,0.465388328,-0.061797988,-0.151439488,-0.021021690,0.986308873,-1.286953211,-0.252639741,0.670458257,-0.115278132,-0.127054662,-0.016805856,0.985030830,1,14.355
2200,2253.704,0,-1593,1329,668,-31,-3547,2511,764,194,-2474,-1670,1344,630,490,-3465,2446,710,201,-2513,-1.127710104,-0.301240891,0.082125261,0.000230400,-0.000348322,-0.000860576,0.999999523,-1.143597841,-0.289604068,0.269793153,-0.072964698,-0.072041228,-0.006049802,0.994710803,-1.199618578,-0.271870047,0.470969260,-0.071923845,-0.128694400,-0.026579121,0.988715470,-1.252098203,-0.237497553,0.678201258,-0.126292422,-0.101943523,-0.012596977,0.986660600,1,5.849
2201,2254.728,0,-1619,1665,358,-65,-3115,2113,749,386,-2651,-1669,1579,349,490,-3431,2179,711,323,-2652,-1.127737045,-0.301335305,0.082107708,0.000427350,-0.000170860,-0.000612643,0.999999762,-1.145465612,-0.300074399,0.269811749,-0.026275318,-0.075073913,-0.004912977,0.996819615,-1.203517675,-0.301247656,0.471124023,-0.029328555,-0.119322635,-0.012923962,0.992338121,-1.254490256,-0.290262908,0.681599021,-0.063037008,-0.095363796,-0.012583848,0.993364930,1,13.086
2202,2255.752,0,-1470,1329,545,127,-3547,2353,835,194,-2545,-1568,1381,507,490,-3373,2257,776,201,-2602,-1.127702594,-0.301274598,0.082116753,0.000538086,-0.000025038,-0.000786709,0.999999523,-1.140697360,-0.293969870,0.270194441,-0.052851360,-0.057339095,-0.004749451,0.996943533,-1.188151836,-0.283760965,0.473977387,-0.060685530,-0.088128969,-0.008556589,0.994221985,-1.227189422,-0.261566430,0.686234832,-0.087488569,-0.070405699,-0.009050352,0.993633151,1,12.335
2203,2256.776,0,-1134,1241,297,558,-3660,2035,1027,143,-2686,-1246,1242,286,490,-3658,2076,940,148,-2686,-1.127669334,-0.301312655,0.082115375,0.000177305,0.000104584,-0.000797529,0.999999642,-1.129039645,-0.298541576,0.270917147,-0.033707000,-0.002629732,-0.001397719,0.999427319,-1.157744169,-0.300123602,0.478796214,-0.025950585,-0.052598309,-0.005240621,0.998264730,-1.183921456,-0.296312690,0.694679737,-0.044184119,-0.044410214,-0.002585682,0.998032451,1,2.627
2204,2257.800,0,-973,905,472,765,-4092,2260,1118,-48,-2586,-1077,940,432,491,-3993,2199,1017,-45,-2649,-1.127590060,-0.301244348,0.082132764,0.000441710,-0.000307211,-0.000833751,0.999999523,-1.121285439,-0.291375846,0.270729810,-0.066110365,0.031536132,0.001206960,0.997313082,-1.137128353,-0.283447772,0.480407298,-0.037785843,-0.024272440,0.001016009,0.998990595,-1.155733109,-0.274909914,0.696706712,-0.053766735,-0.034248281,0.001480157,0.997964978,1,10.149
2205,2258.824,0,-1153,1241,316,534,-3660,2059,1016,143,-2675,-1154,1155,305,491,-3892,2069,1019,86,-2675,-1.127625227,-0.301300108,0.082141362,0.000336108,-0.000303453,-0.000584170,0.999999762,-1.125235677,-0.297237247,0.270951927,-0.040219199,0.015604924,0.000131166,0.999069035,-1.146664858,-0.299177647,0.480165094,-0.015563001,-0.036720645,-0.001755854,0.999202907,-1.169967651,-0.300399005,0.696326375,-0.030809851,-0.044828638,-0.000606805,0.998519361,1,17.444
2206,2259.848,0,-1489,1508,385,102,-3317,2148,824,296,-2636,-1481,1454,344,491,-3508,2109,830,233,-2671,-1.127694964,-0.301368982,0.082118236,0.001051918,0.000051266,-0.000653416,0.999999285,-1.138656855,-0.299898803,0.270519882,-0.028148912,-0.042316519,-0.002993818,0.998703241,-1.181917310,-0.303569764,0.475784212,-0.019558735,-0.080543853,-0.005695592,0.996542871,-1.219719887,-0.302181989,0.689866602,-0.041489702,-0.072592653,-0.004113597,0.996489823,1,8.010
2207,2260.872,0,-1153,1230,327,534,-3674,2073,1016,137,-2669,-1279,1235,314,491,-3527,2081,936,143,-2671,-1.127613544,-0.301304400,0.082124531,0.000413296,-0.000416414,-0.000777342,0.999999523,-1.129661202,-0.297957927,0.270947218,-0.036008134,-0.006411882,-0.002041887,0.999328852,-1.157394171,-0.297712326,0.479075968,-0.029999232,-0.039981678,-0.003790322,0.998742759,-1.179916024,-0.291902989,0.695049524,-0.046499692,-0.037780780,-0.001304348,0.998202741,1,15.590
2208,2261.896,0,-834,894,344,944,-4106,2095,1198,-55,-2659,-944,928,315,491,-3993,2083,1084,-50,-2671,-1.127572894,-0.301287979,0.082139120,0.000641419,-0.000345852,-0.000789759,0.999999404,-1.116573215,-0.294763178,0.270746797,-0.050529424,0.053433411,0.003314314,0.997286677,-1.123148680,-0.292853713,0.481074899,-0.022719067,0.001297098,0.001980987,0.999739110,-1.133178234,-0.291169196,0.698029459,-0.034289852,-0.017444573,0.001525856,0.999258578,1,5.889
2209,2262.919,0,-716,559,561,1096,-4538,2375,1266,-247,-2535,-831,584,515,492,-4466,2295,1135,-245,-2609,-1.127544999,-0.301232398,0.082119770,0.000551807,0.000125854,-0.000747839,0.999999642,-1.109491110,-0.285374135,0.269988298,-0.089634798,0.085785560,0.005094764,0.992260277,-1.105307817,-0.268498719,0.479556948,-0.052354723,0.020296421,0.002916917,0.998418093,-1.109020114,-0.254742175,0.696311772,-0.062049091,-0.008131484,0.004819117,0.998028338,1,21.288
2210,2263.943,0,-958,465,897,784,-4657,2806,1127,-300,-2343,-962,474,843,491,-4655,2601,1131,-303,-2450,-1.127558351,-0.301154375,0.082120240,0.000366336,0.000354306,-0.000632274,0.999999642,-1.112121344,-0.273286223,0.268892497,-0.144564137,0.073172860,0.003259916,0.986780822,-1.116081595,-0.233705118,0.474998415,-0.105986632,-0.007312886,0.006493787,0.994319558,-1.133451581,-0.194015324,0.687471569,-0.128578186,-0.044298042,0.009929902,0.990659773,1,12.077
2211,2264.967,0,-697,540,561,1120,-4562,2375,1276,-257,-2535,-799,519,574,491,-4566,2588,1164,-290,-2535,-1.127555013,-0.301259905,0.082129411,0.000359898,0.000157024,-0.000683987,0.999999762,-1.106316090,-0.281446993,0.269299865,-0.109823883,0.094843194,0.005406038,0.989400923,-1.102461934,-0.254770786,0.477380812,-0.077963911,0.007168543,0.004929247,0.996918321,-1.113917112,-0.227306306,0.692454994,-0.100511029,-0.029724371,0.008521328,0.994455397,1,10.925
2212,2265.991,0,-361,293,472,1552,-4878,2259,1468,-398,-2586,-508,308,461,491,-4862,2264,1319,-402,-2587,-1.127550602,-0.301246017,0.082132258,0.000284836,-0.000134603,-0.000846545,0.999999642,-1.096304893,-0.283787757,0.267839372,-0.096919768,0.137540758,0.005458847,0.985727847,-1.070381641,-0.261875182,0.475171745,-0.067385785,0.064519271,0.004303846,0.995629430,-1.060148716,-0.242762506,0.691324830,-0.074142635,0.014007157,0.009309728,0.997105896,1,9.981
2213,2267.015,0,-697,625,476,1120,-4451,2264,1276,-208,-2584,-677,561,461,491,-4557,2264,1279,-272,-2588,-1.127563477,-0.301247001,0.082105383,0.000518589,0.000273978,-0.000514169,0.999999762,-1.102998853,-0.285401702,0.269067585,-0.090154357,0.112728521,0.005743111,0.989510715,-1.086104751,-0.265926391,0.477697939,-0.063913763,0.047407404,0.004079766,0.996820450,-1.082832932,-0.248564437,0.694142282,-0.070213795,-0.003108835,0.008062401,0.997494578,1,8.818
2214,2268.039,0,-361,597,168,1552,-4488,1869,1468,-224,-2760,-531,585,160,491,-4484,1935,1345,-272,-2761,-1.127545834,-0.301324368,0.082140937,0.000634988,0.000016842,-0.000533220,0.999999642,-1.097930312,-0.293835521,0.268860757,-0.052980684,0.134325653,0.005982941,0.989501834,-1.069945097,-0.290849239,0.477619022,-0.028434066,0.079640225,0.004860697,0.996406257,-1.052687526,-0.293568432,0.694077075,-0.014055583,0.030651767,0.005229727,0.999417663,1,7.737
2215,2269.064,0,-54,626,-168,1946,-4450,1437,1644,-208,-2952,-171,609,-168,492,-4456,1497,1500,-270,-2953,-1.127512336,-0.301375359,0.082132161,0.000863393,-0.000003774,-0.000528946,0.999999523,-1.087546825,-0.304534435,0.266297877,-0.004258947,0.180869237,0.008959403,0.983457148,-1.035001159,-0.322322965,0.469892174,0.021712085,0.148909226,0.002347355,0.988609672,-0.989040852,-0.354321927,0.679742575,0.066682786,0.093621232,-0.000666377,0.993372083,1,7.509
2216,2270.087,0,-298,534,168,1633,-4569,1869,1504,-260,-2760,-306,545,111,493,-4568,1655,1495,-268,-2829,-1.127515197,-0.301304787,0.082128495,0.001007532,0.000454344,-0.000602848,0.999999285,-1.091795444,-0.296235204,0.267468750,-0.037999347,0.165496558,0.007602394,0.985448778,-1.043930650,-0.301954061,0.472864598,-0.000239221,0.139517754,-0.002109206,0.990217268,-1.001955748,-0.323646545,0.684949517,0.042045340,0.083519839,-0.001409665,0.995617747,1,5.787
2217,2271.111,0,-53,625,-168,1948,-4452,1437,1644,-208,-2952,-166,599,-148,493,-4458,1671,1501,-267,-2953,-1.127509832,-0.301378757,0.082137756,0.000878808,0.000087863,-0.000710826,0.999999404,-1.087047219,-0.304243118,0.266304493,-0.007253616,0.184433132,0.009724254,0.982770205,-1.032989979,-0.321770221,0.469426811,0.023484349,0.154061988,0.001792399,0.987780452,-0.984496474,-0.354903698,0.678526580,0.070513204,0.099439964,-0.001622620,0.992540658,1,12.971
2218,2272.135,0,-389,735,58,1516,-4311,1728,1452,-146,-2822,-384,686,18,493,-4314,1649,1454,-202,-2884,-1.127520204,-0.301314354,0.082132883,0.000963896,0.000552253,-0.000472232,0.999999285,-1.094792724,-0.300194919,0.267961115,-0.022279888,0.151034370,0.007437818,0.988249421,-1.051387906,-0.312292159,0.474242508,0.011841084,0.131481305,-0.002060488,0.991245806,-1.011786342,-0.340808749,0.686000347,0.059247687,0.079711683,-0.001433743,0.995054603,1,12.169
2219,2273.159,0,-725,828,301,1084,-4191,2040,1260,-92,-2684,-725,778,264,493,-4196,1966,1264,-157,-2755,-1.127551436,-0.301298618,0.082140364,0.000478049,0.000061502,-0.000731544,0.999999642,-1.106404781,-0.294474870,0.270001173,-0.050549477,0.100700691,0.006574450,0.993610084,-1.088852286,-0.295970410,0.480199277,-0.008344962,0.067132376,0.002859510,0.997705162,-1.076162457,-0.308347315,0.696609616,0.010610619,0.019779507,0.002140399,0.999745786,1,10.782
2220,2274.183,0,-994,761,637,738,-4277,2472,1106,-130,-2492,-995,767,585,493,-4274,2299,1112,-157,-2575,-1.127563596,-0.301255673,0.082129277,0.000431556,-0.000110295,-0.000732327,0.999999642,-1.115351677,-0.284648716,0.270314276,-0.093309321,0.057609614,0.002912390,0.993964851,-1.121339560,-0.268131226,0.480093449,-0.046654772,-0.001869612,0.003815403,0.998902082,-1.136409163,-0.257118136,0.696472168,-0.055997621,-0.039995786,0.004449436,0.997619569,1,18.266
2221,2275.207,0,-659,539,524,1170,-4563,2326,1298,-258,-2556,-774,552,513,493,-4557,2330,1192,-260,-2576,-1.127530336,-0.301257521,0.082130998,0.000593200,0.000317103,-0.000747734,0.999999523,-1.105764031,-0.284362137,0.269583225,-0.095482536,0.097862631,0.005717278,0.990592420,-1.097879767,-0.266087532,0.478821874,-0.051692277,0.023569332,0.003113927,0.998380065,-1.102802634,-0.253025144,0.695633411,-0.060539991,-0.016215388,0.006413709,0.998013496,1,8.336
2222,2276.231,0,-965,509,860,776,-4601,2758,1123,-275,-2364,-957,511,810,493,-4600,2554,1129,-279,-2468,-1.127548814,-0.301184475,0.082122222,0.000436231,0.000261503,-0.000766923,0.999999642,-1.111829758,-0.274845362,0.269136310,-0.137659386,0.074125774,0.004297147,0.987692654,-1.115327001,-0.239259511,0.476109922,-0.092497930,-0.006617375,0.006017743,0.995672703,-1.133288145,-0.206214711,0.689747393,-0.112203076,-0.049222205,0.009778511,0.992417336,1,7.818
2223,2277.255,0,-792,173,1023,998,-5033,2968,1222,-467,-2271,-897,208,973,492,-4940,2846,1142,-471,-2389,-1.127526522,-0.301165044,0.082118966,0.000427855,0.000132085,-0.000753824,0.999999642,-1.108212948,-0.268011868,0.267826736,-0.169356197,0.091147006,0.005378432,0.981316328,-1.110747457,-0.219331518,0.471297175,-0.123248257,-0.022025099,0.008701848,0.992093265,-1.136024952,-0.172393277,0.681654751,-0.148029462,-0.068721190,0.015559347,0.986469746,1,6.315
2224,2278.279,0,-1020,509,915,705,-4601,2829,1092,-275,-2333,-1021,432,907,492,-4826,2827,1099,-338,-2388,-1.127565384,-0.301187456,0.082115911,0.000346878,0.000234680,-0.000501473,0.999999762,-1.112396359,-0.270734608,0.268484622,-0.158854753,0.068920165,0.003917255,0.984885752,-1.121797919,-0.225483224,0.472851783,-0.117650248,-0.036428552,0.007926187,0.992355108,-1.153469324,-0.180278212,0.682680428,-0.146298528,-0.083457090,0.013783175,0.985617459,1,13.882
2225,2279.302,0,-886,711,579,877,-4341,2397,1168,-159,-2525,-970,673,579,492,-4369,2488,1111,-221,-2527,-1.127587676,-0.301268786,0.082132064,0.000263067,-0.000205991,-0.000569688,0.999999762,-1.113314629,-0.282823414,0.270173311,-0.103319176,0.066328727,0.004669930,0.992423296,-1.122870922,-0.259859622,0.478556454,-0.065240018,-0.030328738,0.005198473,0.997395039,-1.150988698,-0.237721547,0.692513347,-0.088760719,-0.073615909,0.006673269,0.993306458,1,12.358
2226,2280.326,0,-1182,671,915,496,-4392,2829,999,-182,-2333,-1183,675,845,492,-4392,2535,1005,-221,-2425,-1.127632260,-0.301166683,0.082155190,0.000180963,-0.000230590,-0.000579009,0.999999762,-1.120836496,-0.274917513,0.269674271,-0.136306733,0.033235490,0.001283190,0.990108252,-1.141841531,-0.239954054,0.475552082,-0.092185333,-0.052510541,0.006015758,0.994338214,-1.178720593,-0.204030052,0.686299324,-0.125282794,-0.090665288,0.007200730,0.987943470,1,3.241
2227,2281.351,0,-1294,1007,691,353,-3960,2540,935,10,-2461,-1296,936,681,492,-4072,2586,941,-63,-2462,-1.127626300,-0.301287889,0.082121156,0.000343391,-0.000524257,-0.000646523,0.999999642,-1.127093673,-0.283285767,0.270410001,-0.100848265,0.004707697,-0.002017695,0.994888723,-1.161219358,-0.261546105,0.476338238,-0.064082272,-0.086367249,0.002117608,0.994198084,-1.209232211,-0.236929297,0.686512768,-0.101999775,-0.111939184,0.001681985,0.988464952,1,10.643
2228,2282.374,0,-1054,1103,355,661,-3837,2109,1072,65,-2653,-1133,1062,350,492,-3883,2166,1000,-6,-2653,-1.127627611,-0.301339924,0.082123369,0.000603387,-0.000227542,-0.000589465,0.999999642,-1.123306751,-0.294363081,0.270921111,-0.052500557,0.022530317,-0.000583811,0.998366535,-1.145214081,-0.291655540,0.479899943,-0.023959011,-0.046622209,-0.000868890,0.998624921,-1.174665928,-0.288124889,0.695220888,-0.042827092,-0.062897950,0.000184078,0.997100651,1,9.471
2229,2283.398,0,-754,1139,19,1047,-3791,1677,1244,85,-2845,-854,1107,10,492,-3820,1735,1151,22,-2846,-1.127597332,-0.301377892,0.082121536,0.000685176,-0.000217039,-0.000422389,0.999999642,-1.114719629,-0.305385113,0.270275265,-0.003942543,0.059749238,0.003595514,0.998199165,-1.115496039,-0.323665857,0.480392218,0.022976005,0.019301485,0.001834816,0.999548018,-1.119040251,-0.347386807,0.696311831,0.028543103,-0.009148835,-0.000162273,0.999550760,1,17.232
2230,2284.422,0,-1090,1262,232,615,-3633,1951,1052,155,-2723,-1083,1201,189,492,-3694,1871,1058,94,-2778,-1.127630711,-0.301358283,0.082151771,0.000912205,-0.000249553,-0.000505229,0.999999404,-1.122983098,-0.301738381,0.270818383,-0.018969487,0.026343815,0.000466746,0.999472916,-1.134819865,-0.312903523,0.480960786,0.004780733,-0.000716145,0.000831309,0.999987960,-1.144415975,-0.328085244,0.697581828,0.010493008,-0.019139932,0.001196061,0.999761045,1,15.561
2231,2285.446,0,-1315,1597,122,326,-3202,1809,923,347,-2786,-1317,1515,109,492,-3411,1815,929,279,-2786,-1.127702713,-0.301446348,0.082116894,0.001297413,0.000110214,-0.000633222,0.999998927,-1.133457303,-0.307839453,0.270436525,0.007098960,-0.018559588,-0.000787954,0.999802291,-1.162483692,-0.326150894,0.477868348,0.012441642,-0.034828536,-0.002138518,0.999313593,-1.182370901,-0.343788117,0.693690360,0.014809344,-0.032556240,-0.001011484,0.999359667,1,6.202
2232,2286.470,0,-1102,1261,245,600,-3634,1967,1045,155,-2716,-1186,1292,205,492,-3430,1909,982,163,-2768,-1.127614141,-0.301334739,0.082135417,0.000838540,-0.000335162,-0.000789552,0.999999285,-1.127388358,-0.302282393,0.270719767,-0.015859051,0.004712191,-0.000763768,0.999862909,-1.145603895,-0.310639739,0.480217725,-0.010954964,-0.005513505,-0.000309466,0.999924779,-1.153854132,-0.316700697,0.697305918,-0.011253860,-0.005734757,-0.000034947,0.999920249,1,13.631
2233,2287.494,0,-992,926,470,741,-4066,2258,1108,-37,-2587,-1083,938,429,492,-3892,2166,1028,-32,-2656,-1.127580523,-0.301269203,0.082122713,0.000464130,-0.000279772,-0.000802746,0.999999523,-1.120450735,-0.291315228,0.270779580,-0.066038765,0.034235395,0.001211357,0.997228801,-1.133648396,-0.283998877,0.480843097,-0.034223136,-0.013477662,0.002111868,0.999321103,-1.148353219,-0.277602255,0.697458029,-0.046762358,-0.026856158,0.001694922,0.998543501,1,13.150
2234,2288.518,0,-1328,1129,603,309,-3804,2428,916,79,-2511,-1320,1079,564,492,-3907,2342,922,34,-2585,-1.127663255,-0.301294714,0.082123093,0.000593426,-0.000058440,-0.000813256,0.999999523,-1.129702687,-0.289139628,0.270766556,-0.076187707,-0.004048055,-0.001771849,0.997083724,-1.162200451,-0.277756244,0.478035778,-0.043043520,-0.069473453,-0.001845246,0.996653020,-1.198740005,-0.266201466,0.691600084,-0.057584252,-0.076852486,-0.000454982,0.995378137,1,11.160
2235,2289.542,0,-992,823,573,741,-4197,2389,1108,-96,-2528,-1121,842,560,492,-4024,2343,1022,-92,-2584,-1.127583504,-0.301240504,0.082133591,0.000503419,-0.000324915,-0.000865645,0.999999523,-1.120715618,-0.286333352,0.270592064,-0.088548571,0.031347867,0.001392876,0.995577574,-1.139427423,-0.270179510,0.479427636,-0.051304612,-0.038213171,0.001294865,0.997950852,-1.165597200,-0.254634887,0.694513738,-0.071988925,-0.055128645,0.002480925,0.995877624,1,17.695
2236,2290.566,0,-656,664,396,1173,-4402,2162,1300,-187,-2629,-765,672,384,492,-4399,2169,1178,-185,-2630,-1.127541304,-0.301258475,0.082138203,0.000588926,-0.000101981,-0.000798572,0.999999523,-1.107261658,-0.289459527,0.269937783,-0.073237427,0.092489883,0.005084454,0.993003547,-1.100712657,-0.279546559,0.479940653,-0.036265448,0.022014575,0.003144018,0.999094725,-1.104671597,-0.272798270,0.697068751,-0.046805579,-0.010000492,0.004190906,0.998845220,1,9.098
2237,2291.590,0,-320,566,158,1605,-4527,1855,1492,-242,-2766,-454,579,145,492,-4523,1873,1352,-241,-2767,-1.127522826,-0.301285148,0.082128361,0.000633197,0.000313662,-0.000630111,0.999999523,-1.096339345,-0.295463949,0.268413752,-0.044422854,0.140580520,0.005912908,0.989054561,-1.065837979,-0.297258049,0.476960003,-0.013291717,0.084738135,0.002745239,0.996310890,-1.044966221,-0.307145566,0.692867756,0.004034572,0.041495740,0.003311582,0.999125063,1,8.532
2238,2292.614,0,-579,902,81,1272,-4095,1756,1343,-50,-2809,-579,829,69,492,-4187,1763,1343,-106,-2809,-1.127569675,-0.301288962,0.082108617,0.000540137,0.000439605,-0.000419012,0.999999642,-1.102582574,-0.300494969,0.269337475,-0.023796638,0.117571101,0.006928075,0.992755115,-1.078579664,-0.310341150,0.478641599,0.004322773,0.078990847,0.001635751,0.996864617,-1.059918880,-0.328815520,0.694243491,0.025144884,0.036164109,0.001909263,0.999027729,1,6.098
2239,2293.638,0,-243,765,-118,1704,-4272,1501,1536,-129,-2923,-374,773,-122,492,-4259,1512,1405,-132,-2924,-1.127544999,-0.301339030,0.082134932,0.000769920,-0.000053681,-0.000404081,0.999999642,-1.095509171,-0.305205554,0.268023878,-0.001823602,0.144573927,0.007378005,0.989464879,-1.059045076,-0.325214893,0.474829882,0.028118417,0.107911788,0.000615710,0.993762553,-1.027064323,-0.358240843,0.687146366,0.063551806,0.066016413,-0.000508128,0.995792508,1,5.872
2240,2294.662,0,-125,429,100,1855,-4704,1782,1603,-321,-2798,-261,466,60,493,-4623,1738,1455,-326,-2862,-1.127516270,-0.301296145,0.082152367,0.000790173,0.000001513,-0.000856058,0.999999404,-1.090150356,-0.297922492,0.267172962,-0.032803722,0.169173077,0.007826768,0.985009193,-1.043380380,-0.307557613,0.472683072,0.009905492,0.132761702,-0.000526191,0.991098344,-1.003195763,-0.333016962,0.684634686,0.048912916,0.082021162,-0.001921466,0.995427728,1,13.330
2241,2295.686,0,199,93,112,2273,-5136,1796,1789,-513,-2792,39,114,70,494,-5075,1751,1618,-519,-2855,-1.127509117,-0.301317155,0.082147419,0.000952263,0.000079180,-0.001035056,0.999999046,-1.079208255,-0.295598477,0.264171511,-0.043512292,0.221765563,0.012623691,0.974046946,-1.011829615,-0.300583273,0.464016736,-0.000283718,0.180196643,-0.001338211,0.983629704,-0.955294430,-0.324059784,0.672272086,0.048025936,0.111999989,-0.004191628,0.992538154,1,4.718
2242,2296.709,0,-137,375,166,1841,-4774,1866,1597,-352,-2761,-126,350,124,494,-4896,1819,1590,-403,-2832,-1.127514720,-0.301298440,0.082126744,0.001031906,0.000408775,-0.000821936,0.999999046,-1.084005713,-0.293647647,0.265506953,-0.052590534,0.198502734,0.009764272,0.978639722,-1.023262858,-0.294995099,0.467656136,-0.008744645,0.167096645,0.001233074,0.985900939,-0.972580433,-0.314492673,0.677833080,0.038480472,0.096710980,-0.002811855,0.994564414,1,11.618
2243,2297.734,0,-443,711,136,1447,-4341,1827,1422,-160,-2778,-443,642,123,493,-4420,1819,1424,-221,-2832,-1.127547026,-0.301306576,0.082122989,0.000680421,0.000449532,-0.000592468,0.999999523,-1.096027136,-0.296838135,0.268332422,-0.039512016,0.145052820,0.007352293,0.988607347,-1.057403803,-0.303286254,0.475838393,0.002709588,0.116594046,0.001801742,0.993174374,-1.025496721,-0.325418472,0.689506173,0.042578701,0.059798308,-0.000508532,0.997301817,1,10.700
2244,2298.758,0,-393,375,422,1512,-4774,2195,1450,-351,-2615,-444,427,378,493,-4567,2080,1424,-355,-2702,-1.127513051,-0.301263601,0.082127608,0.000795477,0.000297334,-0.000875949,0.999999285,-1.094424129,-0.286945820,0.267770261,-0.080992773,0.151300550,0.006650958,0.985141635,-1.057357788,-0.276338071,0.475148171,-0.035262834,0.103473969,0.002755887,0.994003117,-1.032147169,-0.280058295,0.690703809,-0.003314794,0.043328229,0.002594435,0.999052107,1,9.413
2245,2299.781,0,-378,696,86,1531,-4361,1763,1459,-168,-2807,-441,597,84,493,-4550,1926,1424,-230,-2806,-1.127544284,-0.301325589,0.082127862,0.000676928,0.000505940,-0.000512542,0.999999523,-1.094815969,-0.296792269,0.268231869,-0.040293906,0.147289038,0.007074168,0.988247097,-1.058380365,-0.301846683,0.476031452,-0.003219854,0.105091929,0.002529016,0.994454086,-1.032389402,-0.319529891,0.690805793,0.029534495,0.043938141,0.000405807,0.998597562,1,8.573
2246,2300.805,0,-607,1032,-21,1237,-3929,1625,1328,24,-2868,-607,963,-30,493,-4067,1637,1332,-49,-2868,-1.127559185,-0.301344246,0.082141206,0.000680958,0.000257992,-0.000401627,0.999999642,-1.104736328,-0.305371433,0.269417465,-0.002688999,0.107657954,0.007261240,0.994157910,-1.082605958,-0.325799376,0.478206336,0.030704735,0.075512268,0.000503459,0.996671915,-1.063699603,-0.359521955,0.692173481,0.069365866,0.036954027,0.000267371,0.996906638,1,6.871
2247,2301.829,0,-865,954,315,904,-4028,2057,1180,-20,-2676,-865,959,264,493,-4020,1908,1184,-49,-2742,-1.127576232,-0.301340461,0.082137085,0.000882414,0.000015574,-0.000639353,0.999999404,-1.113152266,-0.297158957,0.270539045,-0.038858816,0.069890238,0.004798693,0.996785998,-1.108865380,-0.304450691,0.481477588,0.006407560,0.035809286,0.003173185,0.999333084,-1.107524037,-0.321998477,0.697785616,0.022898071,-0.002718472,-0.000151172,0.999734104,1,6.477
2248,2302.853,0,-884,1290,-2,879,-3596,1650,1169,171,-2856,-883,1211,-1,493,-3742,1845,1174,104,-2857,-1.127639055,-0.301420838,0.082112238,0.001234178,0.000383353,-0.000678058,0.999998927,-1.116379023,-0.307799578,0.270232290,0.006300060,0.053641841,0.002314033,0.998537719,-1.117175221,-0.330724895,0.479974270,0.033533469,0.026185617,0.000783702,0.999094248,-1.117707729,-0.362181425,0.694990575,0.056174234,-0.001438371,0.000806738,0.998419642,1,13.342
2249,2303.877,0,-681,955,130,1141,-4028,1820,1286,-21,-2781,-775,995,92,493,-3799,1778,1207,-18,-2831,-1.127563238,-0.301329195,0.082122631,0.000876534,0.000004859,-0.000740908,0.999999404,-1.110999227,-0.302838773,0.270209879,-0.014667309,0.079469614,0.005330174,0.996715188,-1.101018548,-0.317691475,0.480476737,0.016657947,0.054079607,0.002175304,0.998395383,-1.090006351,-0.341363251,0.696103692,0.037866592,0.025535494,0.001884219,0.998954773,1,20.777
2250,2304.901,0,-345,637,112,1573,-4436,1796,1478,-202,-2792,-466,652,92,493,-4278,1780,1352,-203,-2831,-1.127524257,-0.301304281,0.082134858,0.000801509,0.000040044,-0.000843983,0.999999404,-1.097162008,-0.298426151,0.268543214,-0.032466177,0.134964138,0.006463812,0.990297377,-1.064316630,-0.307396114,0.476870477,0.006739478,0.101366416,0.001120598,0.994825721,-1.036151290,-0.328525335,0.691139996,0.034231570,0.058606796,0.000723292,0.997693837,1,11.755
2251,2305.925,0,-681,954,131,1141,-4029,1821,1286,-21,-2781,-660,886,95,493,-4262,1780,1289,-77,-2831,-1.127564192,-0.301321417,0.082110710,0.000690093,0.000134979,-0.000623980,0.999999642,-1.105832458,-0.301192582,0.269867927,-0.022313280,0.103667982,0.007468419,0.994333625,-1.085928559,-0.313714743,0.479592979,0.014001806,0.072853446,0.001824040,0.997242689,-1.069436431,-0.337959409,0.694758475,0.040704954,0.032217905,0.001769691,0.998650134,1,7.723
