step,timestamp_s,episode,motor1_cmd,motor2_cmd,motor3_cmd,motor4_cmd,motor5_cmd,motor6_cmd,motor7_cmd,motor8_cmd,motor9_cmd,motor1_read,motor2_read,motor3_read,motor4_read,motor5_read,motor6_read,motor7_read,motor8_read,motor9_read,base_pos_x,base_pos_y,base_pos_z,base_ori_x,base_ori_y,base_ori_z,base_ori_w,module1_pos_x,module1_pos_y,module1_pos_z,module1_ori_x,module1_ori_y,module1_ori_z,module1_ori_w,module2_pos_x,module2_pos_y,module2_pos_z,module2_ori_x,module2_ori_y,module2_ori_z,module2_ori_w,module3_pos_x,module3_pos_y,module3_pos_z,module3_ori_x,module3_ori_y,module3_ori_z,module3_ori_w,optitrack_sync_ok,optitrack_max_age_ms
4981,5101.296,0,-1051,1144,311,666,-3785,2052,832,303,-2651,-1049,1102,269,464,-3811,1979,785,242,-2652,-1.127628803,-0.301315665,0.082113475,0.000765264,0.000010303,-0.000850535,0.999999404,-1.121104121,-0.298833102,0.270797551,-0.032864723,0.034745816,0.000701318,0.998855472,-1.132440329,-0.306400508,0.481086284,0.002392370,-0.005430454,0.000637082,0.999982238,-1.137890697,-0.311907917,0.698451459,-0.027173283,0.006994969,0.001504316,0.999605119,1,7.558
4982,5102.321,0,-857,1286,-25,915,-3602,1620,843,454,-2813,-941,1240,-24,463,-3648,1718,801,390,-2813,-1.127664804,-0.301410884,0.082097508,0.000659440,0.000475421,-0.000658838,0.999999523,-1.118891478,-0.308169663,0.270486325,0.007519647,0.046931446,0.002449973,0.998866796,-1.124113083,-0.329779208,0.479961872,0.026242306,0.016063806,-0.000095566,0.999526620,-1.119526386,-0.349586427,0.696105301,0.009028344,0.028966503,0.003337171,0.999534070,1,14.968
4983,5103.345,0,-756,1455,-295,1044,-3385,1274,668,437,-2621,-839,1408,-299,463,-3452,1298,673,390,-2674,-1.127672076,-0.301483870,0.082094140,0.000849860,0.000503610,-0.000427829,0.999999404,-1.117255688,-0.318181008,0.269309670,0.053732578,0.055156551,0.003481688,0.997024834,-1.113477707,-0.356942058,0.476671666,0.062300529,0.053414222,0.003684107,0.996620297,-1.092630386,-0.388785630,0.690116525,0.029344993,0.067274682,0.007676682,0.997273386,1,13.631
4984,5104.368,0,-764,1127,41,1034,-3807,1706,556,519,-2591,-839,1148,-7,464,-3723,1561,561,443,-2643,-1.127623677,-0.301384926,0.082150422,0.001013990,-0.000030141,-0.000730056,0.999999285,-1.114706993,-0.307489991,0.270155996,0.007044136,0.061345842,0.003313097,0.998086214,-1.109326720,-0.331541687,0.480067998,0.038348898,0.050895087,0.003142326,0.997962594,-1.087383986,-0.350813001,0.694954872,-0.000317640,0.076113351,0.006105102,0.997080505,1,13.087
4985,5105.392,0,-1100,1331,173,602,-3544,1875,748,363,-2627,-1091,1283,133,464,-3650,1809,702,370,-2643,-1.127618432,-0.301362127,0.082116604,0.001065681,0.000039202,-0.000825926,0.999999166,-1.124060512,-0.305166066,0.270745873,-0.005208211,0.025390217,0.001311988,0.999663234,-1.137060642,-0.323120713,0.480356038,0.022276817,0.000827473,0.000209138,0.999751508,-1.136711121,-0.337199897,0.697042882,-0.009651355,0.025255121,0.001419706,0.999633431,1,12.378
4986,5106.416,0,-1042,1053,393,677,-3901,2157,555,517,-2588,-1099,1061,348,463,-3789,2067,560,443,-2638,-1.127614498,-0.301353544,0.082132451,0.000857670,-0.000089137,-0.000802324,0.999999285,-1.122288108,-0.295999169,0.270896316,-0.045536239,0.027625766,-0.000119114,0.998580694,-1.136971712,-0.297040939,0.480892032,-0.015806971,-0.016459418,-0.001066535,0.999738991,-1.141359091,-0.292429239,0.698065579,-0.053645264,0.019125329,0.000593269,0.998376727,1,9.255
4987,5107.441,0,-1020,1367,57,705,-3498,1726,423,627,-2566,-1087,1309,54,463,-3741,1824,427,531,-2618,-1.127694011,-0.301430613,0.082098998,0.000790300,0.000548904,-0.000685103,0.999999285,-1.124245763,-0.306849062,0.270736128,0.001395063,0.022106716,0.000365230,0.999754608,-1.141359925,-0.326992542,0.479662716,0.024803577,-0.018123941,-0.000305956,0.999528050,-1.145015001,-0.338722885,0.696269155,-0.022284739,0.024570836,-0.000541718,0.999449551,1,10.335
4988,5108.465,0,-1003,1558,-151,726,-3252,1459,615,592,-2723,-1063,1507,-156,463,-3365,1470,592,531,-2724,-1.127706051,-0.301463187,0.082093246,0.001008288,0.000435328,-0.000512155,0.999999285,-1.125291228,-0.315323204,0.269945621,0.041600816,0.018743092,0.000373194,0.998958468,-1.136704206,-0.348316818,0.477565497,0.044326514,0.016428106,0.001743645,0.998880506,-1.127378225,-0.373127818,0.692962766,0.014930919,0.054388013,0.009093704,0.998366892,1,9.031
4989,5109.488,0,-1285,1733,-44,365,-3027,1595,807,414,-2737,-1285,1673,-74,463,-3165,1559,748,423,-2738,-1.127694249,-0.301396430,0.082108155,0.001376549,0.000451706,-0.000689159,0.999998689,-1.134083033,-0.315192133,0.269640714,0.042790715,-0.019320769,-0.001208150,0.998896480,-1.158194900,-0.346084297,0.476371795,0.034247264,-0.007167854,-0.000459959,0.999387622,-1.160735965,-0.368861645,0.692125261,0.019240586,0.022736449,0.007171227,0.999530613,1,7.790
4990,5110.512,0,-1621,1747,278,-67,-3010,2010,905,448,-2869,-1604,1687,234,463,-3155,1841,842,427,-2870,-1.127706051,-0.301367879,0.082102582,0.000954045,0.000135757,-0.000764389,0.999999285,-1.144379020,-0.306180656,0.269575149,0.001359998,-0.068831503,-0.004019361,0.997619331,-1.189382195,-0.318480790,0.474107146,-0.006983373,-0.062753879,-0.008086781,0.997971833,-1.214784622,-0.326983094,0.689987898,-0.008182634,-0.034001686,-0.003703385,0.999381423,1,15.267
4991,5111.536,0,-1388,1411,381,232,-3441,2142,926,272,-2714,-1454,1423,343,462,-3361,2045,864,282,-2765,-1.127654910,-0.301294684,0.082120478,0.000451728,-0.000132458,-0.000795223,0.999999642,-1.136989713,-0.300053060,0.270587742,-0.028780991,-0.038811069,-0.002922783,0.998827755,-1.175339699,-0.301309168,0.476708919,-0.031469829,-0.059466489,-0.006746924,0.997711301,-1.202345133,-0.296652436,0.692566514,-0.041274492,-0.040793322,-0.005246563,0.998300970,1,5.775
4992,5112.560,0,-1724,1708,420,-200,-3059,2192,880,367,-2763,-1707,1635,382,463,-3340,2101,866,324,-2765,-1.127709627,-0.301324755,0.082098119,0.000806041,0.000220549,-0.000646471,0.999999523,-1.147428989,-0.300991952,0.269441575,-0.022600386,-0.083998516,-0.005999873,0.996191502,-1.205167532,-0.304655880,0.471097082,-0.021977937,-0.110821903,-0.012452694,0.993519247,-1.253736496,-0.302950740,0.682774723,-0.039087545,-0.096880846,-0.008285448,0.994493663,1,13.419
4993,5113.584,0,-1997,1981,420,-551,-2709,2193,819,236,-2571,-1994,1918,383,462,-2973,2101,825,245,-2638,-1.127771497,-0.301336229,0.082106538,0.000821371,-0.000159579,-0.000771522,0.999999404,-1.159224987,-0.303964078,0.267245233,-0.007910153,-0.138918340,-0.009603011,0.990225732,-1.234795928,-0.308876872,0.462572157,-0.026272399,-0.145281523,-0.023017652,0.988773584,-1.299040794,-0.300741076,0.669500709,-0.051666141,-0.133565143,-0.015986919,0.989563286,1,3.680
4994,5114.608,0,-1939,2169,174,-478,-2466,1877,627,282,-2425,-1967,2101,163,462,-2725,1898,631,258,-2498,-1.127797127,-0.301390648,0.082108632,0.000881919,-0.000308716,-0.000612559,0.999999404,-1.160326838,-0.312042654,0.266364008,0.028095944,-0.144794956,-0.009876121,0.989013433,-1.233883262,-0.326472998,0.461441755,-0.014645918,-0.129035264,-0.023787560,0.991246521,-1.289954305,-0.317697465,0.670737445,-0.065682769,-0.110549785,-0.022676341,0.991438508,1,11.111
4995,5115.632,0,-1789,2082,111,-284,-2578,1795,469,248,-2233,-1841,2078,100,462,-2724,1799,474,254,-2326,-1.127798080,-0.301398426,0.082108706,0.000697788,-0.000043784,-0.000615780,0.999999642,-1.156383991,-0.313691944,0.266947418,0.034921747,-0.126949713,-0.008172888,0.991260588,-1.222558975,-0.331510603,0.464301527,-0.009928678,-0.107637137,-0.017506866,0.993986487,-1.268087745,-0.319821596,0.675945103,-0.087625682,-0.081605807,-0.021993926,0.992561638,1,26.943
4996,5116.656,0,-2089,2307,186,-670,-2289,1892,644,56,-2216,-2073,2228,153,462,-2617,1835,596,67,-2326,-1.127803087,-0.301350474,0.082106940,0.000864579,-0.000252337,-0.000736499,0.999999404,-1.164934278,-0.313912928,0.264812976,0.036863055,-0.160680622,-0.008529731,0.986280918,-1.243319631,-0.332010835,0.457943738,-0.006178611,-0.136248782,-0.026465526,0.990301788,-1.302403212,-0.319572330,0.665709317,-0.081584290,-0.117304049,-0.027560821,0.989355505,1,9.059
4997,5117.680,0,-2425,2489,340,-1102,-2054,2089,476,139,-2131,-2399,2401,300,462,-2435,1951,481,101,-2258,-1.127853394,-0.301375359,0.082082853,0.000225007,-0.000722483,-0.000941982,0.999999285,-1.175722718,-0.311859101,0.262182444,0.036336061,-0.206867293,-0.012005523,0.977620304,-1.270991087,-0.323509753,0.447251052,-0.024448156,-0.170430139,-0.029158253,0.984634817,-1.345445991,-0.301088899,0.649200380,-0.112569697,-0.156260327,-0.038863257,0.980510294,1,7.756
4998,5118.704,0,-2089,2340,153,-670,-2246,1849,509,118,-2143,-2165,2336,141,462,-2433,1854,494,101,-2258,-1.127795458,-0.301406175,0.082096621,0.000787600,-0.000446240,-0.000683257,0.999999404,-1.168822527,-0.315057129,0.263543993,0.043747939,-0.183002353,-0.010602911,0.982081354,-1.254132152,-0.331471235,0.453447968,-0.015106766,-0.143923715,-0.027069055,0.989103198,-1.317905784,-0.312480718,0.659376204,-0.106693640,-0.130780071,-0.034410451,0.985052764,1,7.147
4999,5119.728,0,-1764,2194,-26,-252,-2434,1619,700,-3,-2213,-1827,2189,-32,461,-2456,1633,639,0,-2258,-1.127787709,-0.301401794,0.082099423,0.000723265,-0.000215789,-0.000623284,0.999999523,-1.156855226,-0.318604797,0.266043901,0.058143299,-0.127746850,-0.007055743,0.990076005,-1.218622327,-0.341445416,0.463770926,-0.009628298,-0.086742692,-0.015735453,0.996059954,-1.258175135,-0.330385357,0.676923037,-0.089788027,-0.077228919,-0.019940840,0.992761910,1,5.116
5000,5120.752,0,-1816,2023,197,-319,-2653,1905,509,137,-2162,-1826,2019,160,461,-2659,1810,513,86,-2258,-1.127769709,-0.301380813,0.082112737,0.000898259,-0.000138357,-0.000661284,0.999999404,-1.155166149,-0.311707109,0.267366201,0.027476832,-0.120422505,-0.006631892,0.992320240,-1.214566112,-0.324610174,0.467023373,-0.026897881,-0.079579525,-0.014599413,0.996358693,-1.251162648,-0.304360867,0.679941654,-0.111987509,-0.068038672,-0.020319367,0.991169333,1,12.055
5001,5121.776,0,-1994,2159,239,-547,-2481,1961,701,75,-2292,-1994,2096,205,461,-2629,1850,639,79,-2292,-1.127778888,-0.301342756,0.082088180,0.000921629,-0.000205285,-0.000734063,0.999999285,-1.161092758,-0.311151892,0.266349047,0.023114990,-0.146381140,-0.009039309,0.988916874,-1.230364323,-0.322271377,0.462884545,-0.028323662,-0.106556162,-0.019981399,0.993702412,-1.278386474,-0.301894695,0.673406363,-0.109822869,-0.096506149,-0.023668604,0.988971889,1,3.595
5002,5122.799,0,-1710,1822,292,-183,-2912,2028,649,18,-2183,-1772,1829,262,462,-2842,1917,639,24,-2269,-1.127740026,-0.301312447,0.082088917,0.000574240,-0.000176991,-0.000785279,0.999999523,-1.151541948,-0.306030601,0.268432826,0.002319332,-0.105165482,-0.006824954,0.994428635,-1.208223224,-0.310542077,0.469555616,-0.043525804,-0.082257792,-0.014200739,0.995558858,-1.246891737,-0.284302324,0.681142032,-0.119519591,-0.074041434,-0.020111060,0.989862919,1,10.720
5003,5123.823,0,-1627,1763,268,-76,-2989,1998,575,210,-2301,-1699,1761,257,462,-2993,1918,579,147,-2301,-1.127756596,-0.301341265,0.082100876,0.000545086,-0.000072399,-0.000709558,0.999999642,-1.148499131,-0.305572599,0.269068211,-0.002420475,-0.090540439,-0.005165641,0.995876431,-1.202083588,-0.310894340,0.471166998,-0.035764985,-0.081211507,-0.012619994,0.995975077,-1.239720821,-0.287488550,0.683308244,-0.113087475,-0.070831276,-0.018099748,0.990891874,1,18.212
5004,5124.847,0,-1870,2099,175,-388,-2557,1878,564,384,-2464,-1871,2016,164,461,-2828,1882,568,313,-2464,-1.127787232,-0.301373065,0.082107864,0.000620999,-0.000125807,-0.000526942,0.999999642,-1.156560421,-0.311263978,0.267343014,0.021352060,-0.126911491,-0.007700818,0.991654277,-1.222525477,-0.325413764,0.465151727,-0.013157547,-0.107531108,-0.016565830,0.993976593,-1.269189835,-0.314881265,0.676680267,-0.082559496,-0.089102417,-0.019855786,0.992396295,1,8.416
5005,5125.871,0,-1534,1964,-26,44,-2730,1619,462,541,-2519,-1621,1960,-32,462,-2774,1635,466,462,-2520,-1.127787113,-0.301463276,0.082088411,0.000804066,-0.000178681,-0.000565208,0.999999523,-1.147710085,-0.316036105,0.268165171,0.044967819,-0.087078750,-0.004562448,0.995175600,-1.196568370,-0.338901639,0.470190614,-0.001004615,-0.062327873,-0.007825625,0.998024583,-1.220599532,-0.336328804,0.686094403,-0.060569141,-0.025194421,-0.010263599,0.997793198,1,16.357
5006,5126.895,0,-1870,2064,210,-388,-2602,1923,649,481,-2646,-1832,1993,173,462,-2773,1828,611,466,-2647,-1.127762794,-0.301390767,0.082099676,0.001221949,0.000026725,-0.000681418,0.999999046,-1.155093074,-0.310975134,0.267471611,0.024447436,-0.118592709,-0.006621919,0.992619932,-1.215495348,-0.325246722,0.467192322,-0.016038803,-0.089537889,-0.013285509,0.995765686,-1.250859499,-0.319669187,0.681399643,-0.061753638,-0.055685770,-0.014020234,0.996438205,1,5.681
5007,5127.919,0,-2130,2001,533,-722,-2683,2338,521,672,-2709,-2131,1995,489,462,-2773,2121,526,576,-2710,-1.127858162,-0.301333994,0.082106672,0.000857521,-0.000511787,-0.000655612,0.999999285,-1.164929628,-0.301715970,0.266192526,-0.017879928,-0.166570291,-0.011660715,0.985798478,-1.245968580,-0.297398806,0.458483040,-0.057729319,-0.146554917,-0.026071481,0.987172425,-1.302812219,-0.273088425,0.666214585,-0.095843300,-0.100202337,-0.023796169,0.990054250,1,13.800
5008,5128.943,0,-2370,2329,445,-1031,-2261,2225,704,681,-2901,-2365,2240,433,462,-2627,2182,674,588,-2900,-1.127889633,-0.301335692,0.082093053,0.000074709,-0.000766289,-0.000899426,0.999999285,-1.173661470,-0.305727988,0.262930155,0.000235536,-0.205317974,-0.013760070,0.978598595,-1.270270944,-0.307315588,0.448166847,-0.044360712,-0.186098635,-0.031254273,0.981031358,-1.345181465,-0.293806612,0.651179016,-0.058130872,-0.143716827,-0.024844741,0.987597644,1,12.610
5009,5129.967,0,-2058,1993,469,-630,-2693,2256,624,624,-2764,-2110,2008,435,462,-2617,2182,629,588,-2799,-1.127790213,-0.301348954,0.082107171,0.000746817,-0.000489775,-0.000721494,0.999999404,-1.163966417,-0.303313255,0.266194999,-0.009889630,-0.164431587,-0.011035127,0.986277163,-1.244850278,-0.299962550,0.458327174,-0.060272813,-0.146730021,-0.028538467,0.986926079,-1.302411318,-0.278703302,0.666405559,-0.080391817,-0.103517838,-0.023536436,0.991094053,1,11.603
5010,5130.991,0,-1956,2115,245,-499,-2536,1968,717,432,-2665,-1997,2061,234,462,-2648,1979,682,442,-2712,-1.127815723,-0.301334053,0.082092747,0.000509792,-0.000329078,-0.000803390,0.999999523,-1.160797715,-0.309468299,0.266697049,0.013465315,-0.149847642,-0.010776777,0.988558650,-1.235367537,-0.315308332,0.461306125,-0.038960982,-0.130514979,-0.027663419,0.990294218,-1.287961245,-0.300446779,0.671173394,-0.069308303,-0.093969338,-0.023148108,0.992889881,1,10.936
5011,5132.015,0,-1974,2273,105,-522,-2333,1788,552,405,-2473,-1996,2201,94,462,-2580,1795,557,413,-2544,-1.127813220,-0.301388860,0.082099386,0.000801344,-0.000232925,-0.000675413,0.999999404,-1.162261486,-0.314714223,0.265375972,0.039232682,-0.150728047,-0.008628760,0.987758815,-1.236492991,-0.331489533,0.459906787,-0.014485960,-0.123527899,-0.024235884,0.991939366,-1.286432624,-0.323009938,0.670681238,-0.065209441,-0.087368615,-0.023224121,0.993768215,1,9.800
5012,5133.039,0,-2127,2090,441,-718,-2569,2220,439,553,-2508,-2128,2086,394,462,-2590,2015,443,486,-2544,-1.127808094,-0.301346123,0.082116015,0.001013616,-0.000403608,-0.000806023,0.999999166,-1.165803552,-0.305176705,0.265558511,0.000243212,-0.169255257,-0.010217744,0.985519290,-1.245347738,-0.305996954,0.458472013,-0.052277721,-0.136979342,-0.027420703,0.988813341,-1.298593998,-0.279680878,0.666903138,-0.107492052,-0.092391215,-0.027342075,0.989526033,1,8.999
5013,5134.063,0,-1897,1753,548,-423,-3001,2357,619,514,-2649,-1950,1762,515,461,-2932,2231,587,486,-2650,-1.127757788,-0.301271826,0.082105406,0.000352344,-0.000167664,-0.000594505,0.999999762,-1.156684399,-0.297948480,0.268030107,-0.036202222,-0.129720911,-0.009299160,0.990845859,-1.227405548,-0.286642343,0.464129508,-0.073275723,-0.134311527,-0.029016756,0.987800121,-1.279527664,-0.253465533,0.671924114,-0.118751727,-0.089530319,-0.022842871,0.988615572,1,15.846
5014,5135.087,0,-1951,1471,884,-492,-3364,2789,482,573,-2571,-1952,1468,835,461,-3353,2565,487,499,-2616,-1.127668023,-0.301320821,0.082268246,0.000146656,-0.004807136,-0.002164451,0.999986172,-1.154258251,-0.285312235,0.268167108,-0.092383489,-0.123128802,-0.011147775,0.988018394,-1.230131984,-0.256919265,0.460803151,-0.102278732,-0.168544576,-0.019577179,0.980177820,-1.296541929,-0.211241454,0.661792874,-0.152110144,-0.125419259,-0.020548623,0.980158269,1,6.441
5015,5136.111,0,-1706,1551,559,-177,-3262,2372,553,694,-2763,-1774,1515,568,462,-3344,2562,536,602,-2763,-1.127778769,-0.301314116,0.082103930,0.000208273,-0.000325703,-0.000660213,0.999999762,-1.148724794,-0.293729633,0.269595534,-0.058621947,-0.095968269,-0.008631219,0.993619263,-1.216932297,-0.278655291,0.466429144,-0.068014219,-0.153747946,-0.022173394,0.985517085,-1.275768638,-0.249945998,0.673044920,-0.106601156,-0.101071611,-0.016753513,0.989009678,1,13.831
5016,5137.134,0,-1622,1401,625,-69,-3454,2456,745,674,-2935,-1699,1398,594,461,-3454,2437,706,602,-2935,-1.127775908,-0.301261842,0.082100227,0.000196916,-0.000174094,-0.000527427,0.999999881,-1.145251274,-0.291019797,0.269598186,-0.066219926,-0.079814211,-0.006388301,0.994587302,-1.207020044,-0.274921089,0.468797475,-0.074154809,-0.138318419,-0.013192197,0.987519622,-1.260927677,-0.251393467,0.677690923,-0.082539514,-0.094417803,-0.010125428,0.992053509,1,4.044
5017,5138.158,0,-1448,1563,289,154,-3246,2025,647,798,-2961,-1526,1524,289,462,-3343,2120,652,682,-2961,-1.127788067,-0.301370293,0.082106523,0.000319297,-0.000242240,-0.000468778,0.999999881,-1.140970349,-0.301521719,0.270193815,-0.020935168,-0.055049174,-0.003074032,0.998259485,-1.190731525,-0.303253621,0.473475188,-0.033490762,-0.099325471,-0.010871723,0.994431794,-1.227211118,-0.299008161,0.687683284,-0.039504807,-0.049235735,-0.006714819,0.997983098,1,11.863
5018,5139.182,0,-1265,1716,-47,390,-3050,1593,542,819,-2877,-1347,1672,-50,462,-3161,1661,547,701,-2904,-1.127803683,-0.301445901,0.082114905,0.000504572,-0.000185550,-0.000524541,0.999999762,-1.136451244,-0.313178301,0.269797176,0.031583369,-0.033461820,-0.001775240,0.998939335,-1.170698166,-0.335950792,0.475420684,0.010072598,-0.044079252,-0.004886965,0.998965383,-1.181923032,-0.349325508,0.691896677,-0.000086505,0.013529668,-0.002223395,0.999906063,1,10.549
5019,5140.206,0,-1256,1380,280,401,-3481,2013,443,911,-2870,-1347,1394,238,462,-3395,1796,446,810,-2895,-1.127746940,-0.301358789,0.082114920,0.000766672,-0.000147111,-0.000666825,0.999999523,-1.133709788,-0.302412093,0.270700544,-0.016077226,-0.020676203,-0.001583863,0.999655724,-1.164065599,-0.309291005,0.478446633,-0.015715647,-0.036673192,-0.004065495,0.999195516,-1.168293834,-0.309816539,0.695449293,-0.030428622,0.038924810,-0.000632809,0.998778522,1,9.338
5020,5141.231,0,-993,1361,36,740,-3506,1699,634,719,-2869,-1091,1359,24,462,-3505,1820,599,733,-2894,-1.127698541,-0.301379085,0.082095720,0.000510803,0.000167208,-0.000937015,0.999999404,-1.125454187,-0.308069378,0.270552993,0.008119516,0.017653352,0.000839622,0.999810874,-1.143263340,-0.326351494,0.479322851,0.010385618,-0.011723240,-0.001140952,0.999876738,-1.139735341,-0.339461923,0.695659280,-0.001764604,0.052744273,0.002240031,0.998604000,1,8.312
5021,5142.254,0,-1230,1697,-63,435,-3074,1572,722,531,-2769,-1232,1617,-67,462,-3260,1581,678,541,-2813,-1.127722621,-0.301388294,0.082079805,0.000637193,0.000046895,-0.000788028,0.999999523,-1.132314086,-0.313722759,0.269834101,0.034895528,-0.011592656,-0.000400417,0.999323726,-1.156499743,-0.341110200,0.477042049,0.026332419,-0.014429444,-0.001364848,0.999548256,-1.158358335,-0.360808492,0.692911327,0.006650194,0.028137933,0.003229392,0.999576747,1,8.015
5022,5143.278,0,-1518,2028,-106,65,-2648,1516,890,339,-2745,-1517,1952,-110,462,-2893,1522,822,350,-2790,-1.127751470,-0.301421434,0.082096376,0.001086393,-0.000008485,-0.000576718,0.999999285,-1.144555330,-0.318944663,0.268177569,0.058960259,-0.067322746,-0.003324216,0.995982051,-1.186316371,-0.351403207,0.471172452,0.029690837,-0.044700101,-0.003509736,0.998552978,-1.205132842,-0.373779088,0.686481595,0.024711080,-0.016720790,-0.002289016,0.999552190,1,6.261
5023,5144.302,0,-1488,2073,-181,103,-2590,1420,900,521,-2937,-1517,2006,-186,462,-2786,1425,845,458,-2937,-1.127771854,-0.301437438,0.082099341,0.001080725,0.000045822,-0.000457893,0.999999285,-1.144948483,-0.321444571,0.267781883,0.069955707,-0.069953330,-0.002600475,0.995090961,-1.185197234,-0.356751114,0.470418632,0.031306453,-0.035046991,-0.002709828,0.998891532,-1.200134158,-0.383640081,0.685611248,0.040931363,-0.009234723,-0.000283294,0.999119222,1,21.787
5024,5145.326,0,-1152,2028,-472,535,-2648,1046,931,487,-2934,-1247,2007,-474,462,-2785,1097,875,458,-2938,-1.127719998,-0.301493585,0.082113639,0.001008743,0.000121826,-0.000390050,0.999999404,-1.136082411,-0.329574198,0.267156094,0.106769569,-0.033516821,-0.002201014,0.993716300,-1.159021854,-0.380526185,0.469481707,0.065113135,0.010632793,0.003098334,0.997816443,-1.155095220,-0.423214555,0.682471335,0.076066218,0.032091964,0.007720229,0.996556282,1,4.059
5025,5146.350,0,-1363,1903,-136,264,-2809,1478,791,545,-2852,-1363,1898,-174,462,-2814,1267,797,481,-2890,-1.127765417,-0.301421523,0.082129218,0.001250893,-0.000047866,-0.000571365,0.999999046,-1.139326096,-0.320635200,0.268448472,0.068383284,-0.043612480,-0.001877450,0.996703684,-1.165491819,-0.356562942,0.473794848,0.032980591,0.008126842,0.003009102,0.999418497,-1.162711382,-0.383571118,0.688865006,0.041003436,0.033816494,0.010868954,0.998527527,1,11.566
5026,5147.374,0,-1571,1775,200,-4,-2973,1910,763,661,-2940,-1570,1771,158,462,-2976,1710,768,579,-2941,-1.127719045,-0.301391363,0.082115598,0.001100818,0.000302003,-0.000688029,0.999999166,-1.144462824,-0.309446424,0.269272625,0.017593989,-0.068996333,-0.004065709,0.997453511,-1.185192585,-0.324776113,0.474270850,-0.008499222,-0.040560000,-0.006553719,0.999119461,-1.199370980,-0.334081560,0.691110492,-0.001401717,-0.004555921,-0.002898965,0.999984503,1,18.322
5027,5148.398,0,-1824,1863,365,-329,-2860,2122,625,607,-2748,-1824,1803,323,462,-2961,1996,630,579,-2790,-1.127768636,-0.301358312,0.082103290,0.000989894,0.000030635,-0.000709467,0.999999285,-1.152871251,-0.304415256,0.268517107,-0.005913324,-0.107783571,-0.006768891,0.994133770,-1.212408781,-0.308795661,0.469080538,-0.033957735,-0.093115576,-0.013691473,0.994981945,-1.247774482,-0.301090121,0.683284998,-0.051807564,-0.049811941,-0.011611206,0.997346520,1,8.175
5028,5149.422,0,-1515,1786,133,69,-2960,1824,790,415,-2721,-1594,1783,121,462,-2966,1837,740,424,-2767,-1.127738833,-0.301364958,0.082087509,0.000636016,0.000045985,-0.000841366,0.999999523,-1.145210147,-0.309891254,0.269145131,0.017151564,-0.074963801,-0.004596570,0.997028172,-1.193114519,-0.323500097,0.472357422,-0.015535734,-0.068003580,-0.010467545,0.997509241,-1.219966292,-0.323740512,0.688210845,-0.033018578,-0.033286896,-0.009296573,0.998857021,1,16.786
5029,5150.446,0,-1541,1583,362,35,-3221,2119,638,375,-2529,-1591,1581,322,462,-3223,2016,642,382,-2595,-1.127728820,-0.301331788,0.082108676,0.000623311,0.000026801,-0.000875230,0.999999404,-1.143116951,-0.302211016,0.269978017,-0.018392213,-0.065213755,-0.003926979,0.997694075,-1.190695286,-0.305072278,0.473932922,-0.032741763,-0.076415814,-0.010102878,0.996487141,-1.221369028,-0.293746382,0.688760579,-0.068716019,-0.043539610,-0.009465228,0.996640801,1,7.078
5030,5151.470,0,-1778,1542,640,-269,-3273,2475,517,304,-2337,-1778,1538,598,462,-3276,2324,521,312,-2418,-1.127762914,-0.301234215,0.082098328,0.000218186,-0.000268515,-0.000962342,0.999999523,-1.149306774,-0.293180287,0.269201338,-0.056701377,-0.093197785,-0.005951789,0.994013965,-1.211300015,-0.280323029,0.468675256,-0.066722982,-0.120678090,-0.015309976,0.990328491,-1.260462403,-0.247569203,0.677171171,-0.129683509,-0.088481881,-0.017932229,0.987436891,1,14.755
5031,5152.494,0,-2053,1640,817,-623,-3147,2703,686,112,-2314,-2050,1593,780,462,-3252,2554,634,120,-2399,-1.127840281,-0.301194042,0.082116835,0.000196809,-0.000338135,-0.000646477,0.999999762,-1.158698440,-0.287968248,0.267194271,-0.079453140,-0.140787289,-0.010127435,0.986794651,-1.240265489,-0.264990389,0.458407819,-0.091065526,-0.177746132,-0.020494964,0.979639411,-1.315524578,-0.221004590,0.656749427,-0.159104526,-0.158865944,-0.024467681,0.974088669,1,5.545
5032,5153.518,0,-1716,1611,509,-190,-3184,2307,796,161,-2473,-1799,1598,502,462,-3252,2369,729,138,-2474,-1.127748251,-0.301307261,0.082097232,0.000250187,-0.000051962,-0.000651770,0.999999762,-1.150458932,-0.296132863,0.269110620,-0.044779219,-0.099742740,-0.006867879,0.993981421,-1.218795657,-0.286675155,0.466421962,-0.058504850,-0.148723260,-0.022512121,0.986889958,-1.283683181,-0.257023007,0.671131074,-0.119464286,-0.133778751,-0.021232475,0.983555138,1,11.914
5033,5154.542,0,-1680,1410,674,-144,-3442,2519,988,13,-2517,-1741,1407,641,462,-3442,2423,895,19,-2518,-1.127745032,-0.301233143,0.082109153,0.000223581,0.000087169,-0.000460377,0.999999881,-1.146749377,-0.289970666,0.269226760,-0.070954546,-0.087316707,-0.006692294,0.993627906,-1.209437490,-0.272486776,0.468555987,-0.072197594,-0.137147874,-0.017513191,0.987760782,-1.272625089,-0.240548447,0.673432410,-0.119409144,-0.136830196,-0.014137621,0.983269572,1,11.078
